sh_advertise_ci_bjsearchad,北京搜索广告组,sh_advertise_ci,,
sh_advertise_ci_bjsearchad_searchad,北京搜索广告组,sh_advertise_ci_bjsearchad,,
sh_advertise_ci_others,前端,sh_advertise_ci,,
meishi_sh,餐饮(上海),__root,,
meishi_sh_queue,排队,meishi_sh,,
meishi_sh_fe,前端,meishi_sh,,
meishi_sh_ssp,商家服务平台,meishi_sh,,
meishi_sh_c,C端,meishi_sh,,
meishi_sh_b,B端,meishi_sh,,
meishi_sh_m,M端,meishi_sh,,
meishi_sh_d,D端,meishi_sh,,
meishi_sh_i,数据组,meishi_sh,,
meishi_sh_hack1,系统对接一,meishi_sh,,
meishi_sh_hack2,系统对接二,meishi_sh,,
meishi_sh_hack3,系统对接三,meishi_sh,,
meishi_sh_ka,开放平台,meishi_sh,,
meishi_sh_idp,发票平台,meishi_sh,,
meishi_b,餐饮(北京),__root,,
meishi_b_hui,闪惠,meishi_b,,
meishi_b_scp,闪电上单(B),meishi_b,,
meishi_b_crm,销售与运营管理(B),meishi_b,,
meishi_b_data,数据产品(B),meishi_b,,
meishi_b_merchant,商家后台(B),meishi_b,,
meishi_b_fe,Web端(B),meishi_b,,
meishi_b_c_ios,美团iOS(C),meishi_b,,
meishi_b_c_android,美团Android(C),meishi_b,,
meishi_b_c_info,信息组(C),meishi_b,,
meishi_b_c_order,订单组(C),meishi_b,,
meishi_b_c_campaign,促销组(C),meishi_b,,
meishi_b_finance,商家财务（B）,meishi_b,,
meishi_b_agent,代理商(B),meishi_b,,
meishi_b_c_luffy,运营组(C),meishi_b,,
meishi_b_resv,新预订,meishi_b,,
meishi_b_achiever,提成(B),meishi_b,,
meishi_b_dcgstgy,策略组,meishi_b,,
meishi_b_dccyxy,餐饮学院,meishi_b,,
meishi_b_moma_android,盘古移动端,meishi_b,,
meishi_b_c_fe_meishi,美食i版c端,meishi_b,,
meishi_b_b_fe_meishi,美食I版B端,meishi_b,,
it_platform,企业平台研发部,__root,,
it_platform_finance,财务平台组,it_platform,,
it_platform_finance_sh,上海财务平台组,it_platform_finance,,
it_platform_architect,基础架构,it_platform,,
it_platform_architect_bsi,基础服务,it_platform_architect,,
it_platform_architect_bpm,流程平台,it_platform_architect,,
it_platform_architect_saas,SaaS平台,it_platform_architect,,
it_platform_architect_pomelo,IAM研发组,it_platform_architect,,
it_platform_hr,HR中心,it_platform,,
it_platform_hr_core,CoreHR,it_platform_hr,,
it_platform_hr_biz,HR业务,it_platform_hr,,
it_platform_hr_fe,前端组,it_platform_hr,,
it_platform_innovate,创新中心,it_platform,,
it_platform_innovate_biz,创新业务组,it_platform_innovate,,
it_platform_innovate_oa,员工平台组,it_platform_innovate,,
it_platform_innovate_fe,前端组,it_platform_innovate,,
csc_platform,客服平台,__root,,
csc_platform_sh,上海客服平台组,csc_platform,,
csc_platform_bj,北京客服平台组,csc_platform,,
daxiang,大象业务,__root,,
daxiang_server,大象服务端,daxiang,,
daxiang_pub,公众平台,daxiang,,
daxiang_ios,大象iOS,daxiang,,
daxiang_android,大象Android,daxiang,,
daxiang_android_test,大象,daxiang_android,,
daxiang_fe,大象前端,daxiang,,
daxiang,大象AndroidSDK,daxiang,,
daxiang_mass,群发后台,daxiang,,
financing,金融发展部,__root,,
financing_fe,前端系统,financing,,
financing_biz,业务系统,financing,,
financing_rc,风控系统,financing,,
financing_meta,元数据管理待删除,financing,,
financing_platform,平台系统,financing,,
zcm,智能支付,__root,,
zcm_trade,融合支付,zcm,,
zcm_trade_server,收银交易系统后台,zcm_trade,,
zcm_trade_client,收银交易系统客户端,zcm_trade,,
zcm_supply,核心系统（供应链/CRM）,zcm,,
zcm_supply_server,核心后台系统后台,zcm_supply,,
zcm_supply_client,核心后台系统前端,zcm_supply,,
zcm_settle,结算系统,zcm,,
zcm_settle_server,结算系统后台,zcm_settle,,
zcm_settle_client,结算系统前端,zcm_settle,,
zcm_marketing,营销系统,zcm,,
zcm_marketing_server,营销系统后台,zcm_marketing,,
zcm_marketing_client,营销系统前端,zcm_marketing,,
zcm_fy,飞鱼系统,zcm,,
zcm_fy_server,飞鱼系统后台,zcm_fy,,
zcm_fy_client,飞鱼系统前端,zcm_fy,,
zcm_web,前端系统,zcm,,
zcm_web_technical,前端系统技术项目,zcm_web,,
zcm_data,数据系统,zcm,,
zcm_open,创新业务,zcm,,
zcm_open_server,创新业务后台系统,zcm_open,,
zcm_open_client,开放平台系统前端,zcm_open,,
zcm_qdb,钱袋宝,zcm,,
zcm_qdb_rs,风控系统,zcm_qdb,,
zcm_qdb_fcups,银联前置系统,zcm_qdb,,
zcm_qdb_ipos,交易前置系统,zcm_qdb,,
zcm_qdb_tds,交易系统,zcm_qdb,,
zcm_qdb_acs,账户系统,zcm_qdb,,
zcm_qdb_dcs,数据中心系统,zcm_qdb,,
zcm_qdb_bsp,核算系统,zcm_qdb,,
zcm_qdb_fmc,备付金系统,zcm_qdb,,
